lr-Adam/pg1,lr-Adam/pg2,lr-Adam/pg3,step,val_mse,val_loss,val_gloss,epoch,train_mse,train_loss,train_gloss,mu,sig,lx,lt
0.001,0.001,0.0005,0,,,,,,,,,,,
,,,104,422.0213489348235,0.007775842135760005,5.751778379405029e-05,0,,,,,,,
,,,104,,,,0,743.2424410138519,0.01369441594485113,0.0001979840927500376,,,,
0.0009999901304280686,0.0009999901304280686,0.0004999950652140343,105,,,,,,,,,,,
,,,209,351.80740087330867,0.006482133707897719,6.365787235340647e-05,1,,,,,,,
,,,209,,,,1,365.1173963588977,0.006727373490161917,9.656862073844093e-05,,,,
0.0009999605221019082,0.0009999605221019082,0.0004999802610509541,210,,,,,,,,,,,
,,,314,252.92259206811568,0.004660157959906019,4.845863019723853e-05,2,,,,,,,
,,,314,,,,2,312.9483542684327,0.005766146678548824,8.73485795003128e-05,,,,
0.0009999111761904045,0.0009999111761904045,0.0004999555880952023,315,,,,,,,,,,,
,,,419,266.3446260823949,0.00490746207828595,4.790352364276957e-05,3,,,,,,,
,,,419,,,,3,300.25366393598625,0.0055322440377544415,8.144905578748397e-05,,,,
0.00099984209464165,0.00099984209464165,0.000499921047320825,420,,,,,,,,,,,
,,,524,254.97514894145397,0.004697976800734879,5.121332207909763e-05,4,,,,,,,
,,,524,,,,4,293.6346819854229,0.005410287746024344,8.338818244389103e-05,,,,
0.0009997532801828658,0.0009997532801828658,0.0004998766400914329,525,,,,,,,,,,,
,,,629,229.9807827187571,0.004237449752703766,4.7939880331124834e-05,5,,,,,,,
,,,629,,,,5,271.20455415779753,0.004997007390628231,7.807427468261037e-05,,,,
0.0009996447363202945,0.0009996447363202945,0.0004998223681601473,630,,,,,,,,,,,
,,,734,217.14930922268528,0.004001026850103044,4.581987987097212e-05,6,,,,,,,
,,,734,,,,6,261.01094121408534,0.004809187686143117,7.574392599501673e-05,,,,
0.0009995164673390624,0.0009995164673390624,0.0004997582336695312,735,,,,,,,,,,,
,,,839,207.31963970514695,0.0038199128884326473,4.411696780312983e-05,7,,,,,,,
,,,839,,,,7,244.5658524547821,0.004506183076486152,6.858896370232298e-05,,,,
0.0009993684783030088,0.0009993684783030088,0.0004996842391515044,840,,,,,,,,,,,
,,,944,219.73880538625224,0.0040487389230346015,4.61062238919552e-05,8,,,,,,,
,,,944,,,,8,251.25442916057344,0.004629421667871224,7.223712693466908e-05,,,,
0.0009992007750544876,0.0009992007750544876,0.0004996003875272438,945,,,,,,,,,,,
,,,1049,178.55802478618602,0.003289973401381013,3.953149016525396e-05,9,,,,,,,
,,,1049,,,,9,227.2496592256003,0.00418712816307411,6.661797677107185e-05,,,,
0.0009990133642141358,0.0009990133642141358,0.0004995066821070679,1050,,,,,,,,,,,
,,,1154,184.02088988748912,0.0033906279695536893,4.360711441977677e-05,10,,,,,,,
,,,1154,,,,10,201.8843959728438,0.0037197672504490674,5.9749584772376816e-05,,,,
0.0009988062531806126,0.0009988062531806126,0.0004994031265903063,1155,,,,,,,,,,,
,,,1259,176.83157330632008,0.0032581631287576713,4.167046552095052e-05,11,,,,,,,
,,,1259,,,,11,184.6148046335185,0.0034015709877656345,5.4009200932810156e-05,,,,
0.000998579450130307,0.000998579450130307,0.0004992897250651535,1260,,,,,,,,,,,
,,,1364,177.2192204901977,0.003265305618856364,4.061600870865287e-05,12,,,,,,,
,,,1364,,,,12,165.81782740476217,0.003055232282557485,4.948514450672041e-05,,,,
0.0009983329640170149,0.0009983329640170149,0.0004991664820085074,1365,,,,,,,,,,,
,,,1469,257.67863692759073,0.004747789199679108,5.060554461215371e-05,13,,,,,,,
