lr-Adam/pg1,lr-Adam/pg2,lr-Adam/pg3,step,val_mse,val_loss,val_gloss,epoch,train_mse,train_loss,train_gloss,mu,sig,lx,lt
,,,4934,62.14916176513422,0.0011451128526441673,2.209962310263894e-05,46,,,,,,,
,,,4934,,,,46,56.04219124070317,0.001032590491285976,2.3658169482106808e-05,,,,
0.0009783560257794147,0.0009783560257794147,0.0004891780128897074,4935,,,,,,,,,,,
,,,5039,72.97085861117154,0.0013445051500438749,2.1005299214681274e-05,47,,,,,,,
,,,5039,,,,47,49.73238891597905,0.0009163309065309795,2.127677004033583e-05,,,,
0.000977432272373321,0.000977432272373321,0.0004887161361866605,5040,,,,,,,,,,,
,,,5144,47.25993603807963,0.0008707753835339178,1.9900767631000268e-05,48,,,,,,,
,,,5144,,,,48,52.40488649039851,0.0009655722998854575,2.2036682750241645e-05,,,,
0.0009764896707586089,0.0009764896707586089,0.00048824483537930445,5145,,,,,,,,,,,
,,,5249,51.990767770095616,0.0009579420655319925,1.9332846496482448e-05,49,,,,,,,
,,,5249,,,,49,49.07883869691863,0.0009042890907696874,2.123214107158377e-05,,,,
0.0009755282581475763,0.0009755282581475763,0.00048776412907378813,5250,,,,,,,,,,,
,,,5354,52.039728311960396,0.0009588441749759406,1.9743327296063262e-05,50,,,,,,,
,,,5354,,,,50,49.17069695795188,0.0009059816007302917,2.1091362982785666e-05,,,,
0.0009745480724951467,0.0009745480724951467,0.00048727403624757335,5355,,,,,,,,,,,
,,,5459,47.29197341954742,0.0008713656797863835,1.912421601137512e-05,51,,,,,,,
,,,5459,,,,51,47.385370106231996,0.0008730865355997094,2.0163539546779386e-05,,,,
0.0009735491524973714,0.0009735491524973714,0.0004867745762486857,5460,,,,,,,,,,,
,,,5564,46.163039599229975,0.0008505648098999059,1.909963429516673e-05,52,,,,,,,
,,,5564,,,,52,50.92724490405768,0.0009383464077887183,2.1403295355966818e-05,,,,
0.0009725315375899016,0.0009725315375899016,0.0004862657687949508,5565,,,,,,,,,,,
,,,5669,46.43991426537934,0.0008556662904311699,1.9660496945947745e-05,53,,,,,,,
,,,5669,,,,53,49.481223242673046,0.0009117031202105038,2.081790142804291e-05,,,,
0.0009714952679464315,0.0009714952679464315,0.00048574763397321574,5670,,,,,,,,,,,
,,,5774,55.605489835700745,0.0010245441656810419,1.9664148533868815e-05,54,,,,,,,
,,,5774,,,,54,48.2904700606867,0.0008897632141153509,2.0485504592910422e-05,,,,
0.000970440384477112,0.000970440384477112,0.000485220192238556,5775,,,,,,,,,,,
,,,5879,48.998081989679285,0.0009028011295362522,1.930492934565749e-05,55,,,,,,,
,,,5879,,,,55,47.38669191314077,0.0008731108902013961,2.0224400876157764e-05,,,,
0.0009693669288269363,0.0009693669288269363,0.00048468346441346815,5880,,,,,,,,,,,
,,,5984,45.545106209965525,0.0008391792425643599,1.9676869948136944e-05,56,,,,,,,
,,,5984,,,,56,48.63686246714078,0.0008961455752835973,2.0619848750731203e-05,,,,
0.0009682749433740955,0.0009682749433740955,0.00048413747168704775,5985,,,,,,,,,,,
,,,6089,48.28820037297188,0.0008897213945879442,1.8793845548273577e-05,57,,,,,,,
,,,6089,,,,57,47.420961479303564,0.0008737423149793493,2.023719495923273e-05,,,,
0.0009671644712283052,0.0009671644712283052,0.0004835822356141526,6090,,,,,,,,,,,
,,,6194,44.23708662798729,0.0008150786756010605,1.950617037116009e-05,58,,,,,,,
,,,6194,,,,58,46.078153183265144,0.0008490007578165718,1.962052342693128e-05,,,,
0.0009660355562291046,0.0009660355562291046,0.0004830177781145523,6195,,,,,,,,,,,
,,,6299,50.90764583778483,0.0009379852904051288,1.982684230971181e-05,59,,,,,,,
,,,6299,,,,59,47.66453412783895,0.0008782301980411445,2.0303044417060337e-05,,,,
0.0009648882429441249,0.0009648882429441249,0.00048244412147206245,6300,,,,,,,,,,,
,,,6404,39.784678664618404,0.0007330420167103655,1.796752562894089e-05,60,,,,,,,
,,,6404,,,,60,45.91663667694134,0.0008460247783817319,1.9668815742439105e-05,,,,
0.0009637225766673299,0.0009637225766673299,0.00048186128833366493,6405,,,,,,,,,,,
,,,6509,42.67079994018071,0.0007862194767608442,1.8229536492784457e-05,61,,,,,,,
,,,6509,,,,61,46.92557041986438,0.0008646146187540561,2.002177518155375e-05,,,,
0.0009625386034172282,0.0009625386034172282,0.0004812693017086141,6510,,,,,,,,,,,
,,,6614,52.25572386903182,0.0009628239436726004,1.8701576303099676e-05,62,,,,,,,
,,,6614,,,,62,45.46510452813128,0.0008377051928507405,1.938488299857736e-05,,,,
0.0009613363699350566,0.0009613363699350566,0.0004806681849675283,6615,,,,,,,,,,,
,,,6719,44.63231554782004,0.0008223608609593682,1.7770266968926628e-05,63,,,,,,,
,,,6719,,,,63,45.1515824657029,0.0008319284754650584,1.928255268357176e-05,,,,
0.0009601159236829344,0.0009601159236829344,0.0004800579618414672,6720,,,,,,,,,,,
,,,6824,43.27309761935948,0.0007973169524782448,1.840501500604856e-05,64,,,,,,,
,,,6824,,,,64,41.265281469389926,0.0007603224699498169,1.797507864226824e-05,,,,
0.0009588773128419897,0.0009588773128419897,0.00047943865642099487,6825,,,,,,,,,,,
,,,6929,49.49839245152615,0.0009120194669023823,2.0126264922034478e-05,65,,,,,,,
,,,6929,,,,65,47.03591704414581,0.0008666477811350399,1.9537540264396723e-05,,,,
0.0009576205863104579,0.0009576205863104579,0.00047881029315522897,6930,,,,,,,,,,,
,,,7034,42.82585807355718,0.0007890764591624317,1.8149066017246264e-05,66,,,,,,,
,,,7034,,,,66,44.55741403375017,0.000820980783030593,1.898045075768295e-05,,,,
0.0009563457937017506,0.0009563457937017506,0.0004781728968508753,7035,,,,,,,,,,,
,,,7139,43.7357173595047,0.000805840829474835,1.8605717242632337e-05,67,,,,,,,
,,,7139,,,,67,45.69272242554432,0.0008418991058886116,1.922160484081056e-05,,,,
0.000955052985342497,0.000955052985342497,0.0004775264926712485,7140,,,,,,,,,,,
,,,7244,41.73818046458438,0.0007690357446267327,1.787313171620903e-05,68,,,,,,,
,,,7244,,,,68,46.72342864032145,0.0008608901091510834,1.9883497432006565e-05,,,,
0.0009537422122705576,0.0009537422122705576,0.0004768711061352788,7245,,,,,,,,,,,
,,,7349,41.92532498383961,0.0007724839261985282,1.8396825750047686e-05,69,,,,,,,
,,,7349,,,,69,43.53998368540534,0.0008022343907145905,1.8606801075662006e-05,,,,
0.0009524135262330089,0.0009524135262330089,0.00047620676311650446,7350,,,,,,,,,,,
,,,7454,52.59731196599135,0.0009691177843138761,1.959997406831152e-05,70,,,,,,,
,,,7454,,,,70,44.15063019877745,0.0008134856956561972,1.853701203738463e-05,,,,
0.0009510669796841005,0.0009510669796841005,0.00047553348984205027,7455,,,,,,,,,,,
,,,7559,40.23942947157084,0.0007414209067710142,1.727455347219766e-05,71,,,,,,,
,,,7559,,,,71,43.40087545249676,0.0007996712889624832,1.8660912778446473e-05,,,,
0.0009497026257831847,0.0009497026257831847,0.00047485131289159234,7560,,,,,,,,,,,
,,,7664,47.15146014520101,0.0008687766898169083,1.883274930707235e-05,72,,,,,,,
,,,7664,,,,72,41.336994024926035,0.0007616437905711745,1.7878784255636192e-05,,,,
0.0009483205183926171,0.0009483205183926171,0.00047416025919630857,7665,,,,,,,,,,,
,,,7769,47.34225905522599,0.000872292204394012,1.909231652087373e-05,73,,,,,,,
,,,7769,,,,73,43.65707387688539,0.0008043918048996618,1.845107305631651e-05,,,,
0.0009469207120756311,0.0009469207120756311,0.00047346035603781553,7770,,,,,,,,,,,
,,,7874,42.10540225519496,0.0007758018920735532,1.8043570609901716e-05,74,,,,,,,
,,,7874,,,,74,42.61464550109328,0.0007851848180767093,1.812195178250551e-05,,,,
0.000945503262094183,0.000945503262094183,0.0004727516310470915,7875,,,,,,,,,,,
,,,7979,35.58257788730374,0.0006556173263115877,1.6745775557061748e-05,75,,,,,,,
,,,7979,,,,75,39.87840954142713,0.0007347690300549519,1.7308827772025625e-05,,,,
0.0009440682244067714,0.0009440682244067714,0.0004720341122033857,7980,,,,,,,,,,,
,,,8084,46.442986495008185,0.0008557228969811914,1.76923399929083e-05,76,,,,,,,
,,,8084,,,,76,41.26042694466444,0.0007602330241954622,1.7720519099708866e-05,,,,
0.0009426156556662268,0.0009426156556662268,0.0004713078278331134,8085,,,,,,,,,,,
,,,8189,45.756514581683895,0.0008430744912971766,1.7953636080429006e-05,77,,,,,,,
,,,8189,,,,77,41.073029407635076,0.0007567801807119544,1.7674308680896637e-05,,,,
0.0009411456132174758,0.0009411456132174758,0.0004705728066087379,8190,,,,,,,,,,,
,,,8294,43.72307803376775,0.0008056079469396714,1.706996347253736e-05,78,,,,,,,
,,,8294,,,,78,41.956340505480895,0.0007730553944445054,1.8131257869098545e-05,,,,
0.0009396581550952772,0.0009396581550952772,0.0004698290775476386,8295,,,,,,,,,,,
,,,8399,40.57559840688318,0.0007476148980904888,1.7509821147528532e-05,79,,,,,,,
,,,8399,,,,79,42.12918157516049,0.0007762400316098921,1.803321503068255e-05,,,,
0.0009381533400219309,0.0009381533400219309,0.00046907667001096546,8400,,,,,,,,,,,
,,,8504,53.28772507716622,0.0009818388074907957,1.7901401458346198e-05,80,,,,,,,
,,,8504,,,,80,40.866573887677895,0.0007529761894321404,1.7593097185374886e-05,,,,
0.0009366312274049592,0.0009366312274049592,0.0004683156137024796,8505,,,,,,,,,,,
,,,8609,37.213492371940255,0.0006856673074356857,1.6784639361211903e-05,81,,,,,,,
,,,8609,,,,81,40.99551678437601,0.0007553519924851921,1.774985573011666e-05,,,,
0.0009350918773347619,0.0009350918773347619,0.00046754593866738095,8610,,,,,,,,,,,
,,,8714,42.86431322512153,0.0007897850043311202,1.7768542967086677e-05,82,,,,,,,
,,,8714,,,,82,40.41827963318429,0.0007447162628618172,1.7366642533930893e-05,,,,
0.0009335353505822441,0.0009335353505822441,0.00046676767529112205,8715,,,,,,,,,,,
,,,8819,40.63412045120702,0.0007486931804552854,1.7375671737800213e-05,83,,,,,,,
,,,8819,,,,83,39.95626008357327,0.0007362034445163052,1.730450546168611e-05,,,,
0.0009319617085964167,0.0009319617085964167,0.00046598085429820835,8820,,,,,,,,,,,
,,,8924,42.955529325253345,0.0007914656823268062,1.7333172045691995e-05,84,,,,,,,
,,,8924,,,,84,39.50304702121085,0.0007278528877596637,1.6963658315315587e-05,,,,
0.000930371013501971,0.000930371013501971,0.0004651855067509855,8925,,,,,,,,,,,
,,,9029,39.93705842150207,0.0007358496493981513,1.6449019059565566e-05,85,,,,,,,
,,,9029,,,,85,38.79487651535181,0.000714804680429253,1.6869059907775898e-05,,,,
0.0009287633280968253,0.0009287633280968253,0.00046438166404841265,9030,,,,,,,,,,,
,,,9134,41.45257876144204,0.0007637734663961547,1.7241258954455718e-05,86,,,,,,,
,,,9134,,,,86,39.61681900486952,0.0007299491631889401,1.692832539023975e-05,,,,
0.0009271387158496467,0.0009271387158496467,0.00046356935792482334,9135,,,,,,,,,,,
,,,9239,43.70900145408102,0.0008053485826640688,1.8230095904745845e-05,87,,,,,,,
,,,9239,,,,87,41.387293035224985,0.0007625705616093151,1.7571523654756494e-05,,,,
0.0009254972408973451,0.0009254972408973451,0.00046274862044867255,9240,,,,,,,,,,,
,,,9344,41.71579807678001,0.0007686233438924394,1.7771641059070594e-05,88,,,,,,,
,,,9344,,,,88,39.41056841167259,0.0007261489477326511,1.711206100080572e-05,,,,
0.0009238389680425407,0.0009238389680425407,0.00046191948402127036,9345,,,,,,,,,,,
,,,9449,45.595490722124644,0.0008401075889942865,1.7095149551295774e-05,89,,,,,,,
,,,9449,,,,89,39.76231622001092,0.0007326299834341424,1.7231638336041335e-05,,,,
0.0009221639627510066,0.0009221639627510066,0.0004610819813755033,9450,,,,,,,,,,,
,,,9554,45.545778286781776,0.0008391916257370108,1.8306309105033067e-05,90,,,,,,,
,,,9554,,,,90,37.79586823404983,0.0006963977190105287,1.6513908718623403e-05,,,,
0.0009204722911490836,0.0009204722911490836,0.0004602361455745418,9555,,,,,,,,,,,
,,,9659,39.544357601655015,0.000728614044873827,1.6591538427641208e-05,91,,,,,,,
,,,9659,,,,91,38.65714630216476,0.0007122669690130651,1.6622078321314536e-05,,,,
0.0009187640200210698,0.0009187640200210698,0.0004593820100105349,9660,,,,,,,,,,,
,,,9764,37.6117460556623,0.0006930052247766539,1.6620676909651975e-05,92,,,,,,,
,,,9764,,,,92,37.975371413637724,0.0006997051071103618,1.660046223226006e-05,,,,
0.0009170392168065845,0.0009170392168065845,0.00045851960840329227,9765,,,,,,,,,,,
,,,9869,39.04909462840944,0.0007194887086666308,1.67587747116075e-05,93,,,,,,,
,,,9869,,,,93,39.949397391398826,0.0007360769978066557,1.7001916300263914e-05,,,,
0.0009152979495979053,0.0009152979495979053,0.00045764897479895266,9870,,,,,,,,,,,
,,,9974,34.07954598373852,0.0006279236116769305,1.5566342473563577e-05,94,,,,,,,
,,,9974,,,,94,38.12636507211339,0.0007024872006105395,1.6675320252021254e-05,,,,
0.0009135402871372799,0.0009135402871372799,0.00045677014356863995,9975,,,,,,,,,,,
,,,10079,36.790995695492164,0.0006778827072792352,1.657464479264709e-05,95,,,,,,,
,,,10079,,,,95,37.643172738265164,0.0006935842687595878,1.6361200235655888e-05,,,,
0.0009117662988142127,0.0009117662988142127,0.00045588314940710634,10080,,,,,,,,,,,
,,,10184,41.44409711025121,0.0007636171899876814,1.7103334474094463e-05,96,,,,,,,
,,,10184,,,,96,38.337520053721526,0.000706377780571265,1.6659891537878615e-05,,,,
0.0009099760546627253,0.0009099760546627253,0.0004549880273313626,10185,,,,,,,,,,,
,,,10289,36.96524956334715,0.0006810933755816938,1.6928839825377225e-05,97,,,,,,,
,,,10289,,,,97,36.108743313168695,0.0006653120474415674,1.5954146460087134e-05,,,,
0.000908169625358591,0.000908169625358591,0.0004540848126792955,10290,,,,,,,,,,,
,,,10394,36.85642625303605,0.0006790882806171718,1.662767112290826e-05,98,,,,,,,
,,,10394,,,,98,36.19790619156757,0.0006669548943462302,1.575877358577981e-05,,,,
0.0009063470822165459,0.0009063470822165459,0.00045317354110827295,10395,,,,,,,,,,,
,,,10499,38.97885113395281,0.0007181944558395225,1.6949992775793038e-05,99,,,,,,,
,,,10499,,,,99,40.275895372629286,0.0007420927995335121,1.7089937878811013e-05,,,,
0.0009045084971874727,0.0009045084971874727,0.00045225424859373633,10500,,,,,,,,,,,
,,,10604,55.28027283061596,0.0010185519662395043,1.8941307490166064e-05,100,,,,,,,
,,,10604,,,,100,39.496268080930705,0.0007277279841982707,1.68687966890325e-05,,,,
0.0009026539428555598,0.0009026539428555598,0.0004513269714277799,10605,,,,,,,,,,,
,,,10709,35.54359366146112,0.0006548990328254828,1.582205749296112e-05,101,,,,,,,
,,,10709,,,,101,38.634173477298205,0.0007118436893376982,1.688995174934155e-05,,,,
0.0009007834924354372,0.0009007834924354372,0.0004503917462177186,10710,,,,,,,,,,,
,,,10814,36.581038813680486,0.0006740142025876959,1.636602628287348e-05,102,,,,,,,
,,,10814,,,,102,37.156715654193164,0.000684621183121591,1.616115723971101e-05,,,,
0.0008988972197692843,0.0008988972197692843,0.00044944860988464216,10815,,,,,,,,,,,
,,,10919,36.563641783346256,0.0006736936582317022,1.606623797460304e-05,103,,,,,,,
,,,10919,,,,103,36.15748023240719,0.0006662100365862826,1.57612143210624e-05,,,,
0.0008969951993239164,0.0008969951993239164,0.0004484975996619582,10920,,,,,,,,,,,
,,,11024,33.988803383974805,0.0006262516580363576,1.6185366444600885e-05,104,,,,,,,
